,userName,review,title,rating,isEdited,date,developerResponse,Company_name
303,Doodle crap,The app works as logically as the store does. Perfect fit. Hard to navigate through. People should hire Chick-fil-A for everything then put their own label on it.,Disfunctional,1,False,2021-05-02 23:12:11,,KFC
304,dee_nice11111,Buyer beware if your item is out stock you will be charged for the order with no way to get a refund.,Buyer beware - No way to get a refund on app,1,False,2022-07-29 03:46:55,,KFC
305,no kfc today,30 minutes later I have less than 25% of the app downloaded 🙄🤔😤,Glad I’m not starving,1,False,2022-08-26 19:47:50,,KFC
306,Jtorres2181,Literally nothing in the app works. Can’t see menu. Can’t order. Can’t find a store. Terrible.,Nothing works,1,False,2021-08-14 23:25:25,,KFC
307,BLacK-HaRTz,"The kfc bucket for 1 , for May 2022

Which was the 2 tenders, small mash and gravy, popcorn chicken and small Mac n cheese was only for a limited time?

Should be year round and it only lasted 2-3 weeks?

Kfc is expensive on its own and removing great deals makes me not go there anymore",Why only a month Promo?,2,False,2022-06-21 21:13:57,,KFC
308,shart225,I asked for 3 tacos and got 2 and then ordered a second time and was then interrupted and he didn’t take my order olean ny kfc,Terrible service,1,False,2022-05-20 19:48:03,,KFC
309,yamileth ortiz,On kfc the one on red blue the managers Valeria y Veronica bully their employers don’t put cualquier chusma I hope this helps so y’all can put better managers that are more prepared not dumb ones,Valeria,1,False,2022-04-21 00:50:07,,KFC
310,Joshua1.1,Pay wouldn’t work,Place my order and couldn’t pay,1,False,2022-02-25 02:06:03,,KFC
311,JBoogieman81,App doesn’t work but neither does the KFC website ordering. It’s like they don’t want you to order food.,Doesn’t work,1,False,2021-12-05 23:05:20,"{'id': 26718634, 'body': ""Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at KFCMobileTeam@yum.com so we can resolve this problem. Thank you."", 'modified': '2021-12-08T16:11:26Z'}",KFC
312,noneys123,"Been there five times, messed up on my order four times but the food is good",Whiteburg customer,1,False,2021-08-31 16:58:14,,KFC
313,Johnjohn6874,I’ve tried to order 5 times and it won’t accept my card. I hate this app,Cold trash,1,False,2022-10-22 00:52:07,,KFC
314,Amoprincipal,"Website is slower than using old school dial up, may still be using dial up servers. App was worse!",Dial up servers?,1,False,2021-12-05 23:29:56,"{'id': 26718613, 'body': ""Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at KFCMobileTeam@yum.com."", 'modified': '2021-12-08T16:10:42Z'}",KFC
315,hungry & irritated,"On the rare occasions it works it’s ok, but most of the time “an error occurred”.  Totally frustrating to try to use.",Worst fast food app ever,1,False,2022-07-07 04:15:06,,KFC
316,MoneyJay1,"If you get to the store and they say they’re not accepting online orders, good luck getting a refund. Customer service is horrible!",It’s a gamble!,1,False,2022-01-07 01:12:40,,KFC
317,Rob&DawnMiller,Can not locate a kfc down the street from so now I have to go and order it thru drive thru thanks,Ordering,1,False,2021-05-02 20:13:13,,KFC
318,XiangJi719,The type keyboard will disappear after you type.,Bug in virtual assistant,1,False,2022-09-04 20:18:22,,KFC
319,Tomb143,Bummer,App won’t let me pay any more. Get through checkout and it fails.,1,False,2022-08-29 21:53:45,,KFC
320,Tirkeybutt95,Needs to have a no ice option for beverages.,No Ice,3,False,2022-10-26 17:01:55,,KFC
321,fdlopez72,It doesn’t let me pay thru the app,Payment problems,1,False,2022-08-15 18:41:50,,KFC
322,Dmyatt904,Cannot delete my order if I change my mind in bag section! Junk!,Who wrote this app? Junky!,1,False,2021-08-23 23:33:16,,KFC
323,mmurphy63,"Every time I try to load the app, it just shuts down.",App isn’t working,1,False,2021-08-18 00:49:38,"{'id': 24835231, 'body': ""We'll look into this issue for you. Please send us a note at KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-08-31T21:39:41Z'}",KFC
324,girlonhorseinmongolia,"How can the screenshot show an 8 Pc bucket for $8 when it’s $21. Also this app has no promotions, deals, or rewards?? What’s the benefit of this app?",Misleading,1,False,2022-08-16 14:00:22,,KFC
325,Belle7771,Give us vegan options not someone dead body,Stop killing animals give us vegan options,1,False,2021-10-09 23:28:08,,KFC
326,Willb4d1,I downloaded because the app description said exclusive deals. There are no deals. I won’t call you colonel after that. Goodbye.,You Lied to me Mr Sanders,1,False,2021-08-22 02:34:26,,KFC
327,captslim1968,"I will be deleting this app after this critiq, it’s broken and not working! Slackers running the app",Not working,1,False,2022-10-22 02:01:46,,KFC
328,BS4What,"App doesn’t offer tenders or option for rotisserie chicken, nor does it contain all sides options. Worthless!",Incomplete menu.,1,False,2021-07-04 21:59:11,,KFC
329,Arnold Carrera,It’s impressing how KFC managed such a terrible with today’s technology,Download if you want to be disappointed,1,False,2021-10-28 18:24:09,,KFC
330,Timroxy,Placed order and no one could find it. Ended up waiting in store 30 minutes. Very rude staff.,Worst app ever,1,False,2021-05-29 23:55:13,,KFC
331,Allie.C27,"i hate this app. it wasnt working. i tried ordering a cake and chicken nuggets at my local kentucky fried, and it just wouldn't work. i was forced to go through the drive through where they forgot my fries, biscuit, and silverware. at least the colonel said hello when i got on the app",bad app,1,False,2022-05-03 22:45:55,,KFC
332,Big e-a,"Every time I close the app to check my list, the bag empties and I have to restart.",Bag empties every time I close app.,1,False,2022-05-03 20:09:09,,KFC
333,Rick's disappointment,Can not find prices on there site so I guess I’ll just have to go to Publix for chicken.,Prices,1,False,2022-04-14 13:02:33,,KFC
334,MyNameIsFrankButImNotAlone,"I'm not talking about the food, the food is good, i mean the menu with the sliding selections as you scroll.",I dont like the menu,1,False,2022-02-02 03:27:18,,KFC
335,Elyria>>€£¥,I got an ad saying that if I sign up for the kfc app I’ll get a free sandwich. Well I didn’t get my free sandwich.,Misleading Information,1,False,2022-10-25 19:24:34,,KFC
336,g hi rudhdhe,Every time I order something it says error or canceled,Bad app,1,False,2022-07-21 16:56:32,,KFC
337,SZimmie,"Poor design, bad implementation.  

It even find the KFC that is literally 2 minutes away.",Embarrassing and Pathetic,1,False,2021-10-17 22:25:50,,KFC
338,Raiderz757,I guess it wants to auto play something in the app? It’s unnecessary,It keeps pausing my music,1,False,2022-11-08 23:22:03,,KFC
339,chicken to expensive,Won’t show prices,To hard,1,False,2022-05-28 14:09:51,,KFC
340,Sad405Freeway,Onboarding process is brutal,Please add Apple Sign In,4,False,2022-10-11 00:41:46,,KFC
341,Crushed Candy Cane,Good looking app but does not work.,Can’t get past selecting a store and order,1,False,2022-10-02 19:40:16,,KFC
342,NikcG,"I would give this app 5 stars if it had ApplePay. This makes no sense whatsoever. McDonald’s, Burger King, Dunkin Donuts and Subways have ApplePay. I will. not use KFC app until they incorporate ApplePay.",No ApplePay on app. CRAZY,1,False,2021-06-22 16:28:12,"{'id': 23568524, 'body': 'ApplePay should now be available; however, the payment option will only appear if there is a credit card applied to your Apple Wallet. If the payment option continues not to appear with an active credit card applied to your Apple Wallet please contact us at KFCMobileTeam@yum.com and we will research this issue for you. ', 'modified': '2021-06-24T14:49:12Z'}",KFC
343,fellerhello,The app is shutting of my music when I’m trying to order. Goin to Wendy’s,Shutting off music,1,False,2022-06-22 23:38:03,,KFC
344,shia9999,Trashy apps ever. Much faster order at the store.,Transactions never go through,1,False,2021-04-21 04:48:56,,KFC
345,kibbeh101,"I installed the app, but it refuses to list my location.",Won’t list my local KFC,1,False,2022-09-23 22:16:44,,KFC
346,Garthantulon,This is the glitchyest app I have ever been fooled into downloading.,Do not download. Waste of space & time,1,False,2022-09-05 01:58:08,,KFC
347,nsjxhdbdkxbx,Why can’t I order my kid a meal through the app??,Where are the kids meals?,1,False,2022-08-06 04:09:22,,KFC
348,jimsensei,According to the app there is no KFC in West Lebanon NH.  Which was confusing as I was sitting in the parking lot at the time I downloaded the app.  Deleted and forgotten.,Useless,1,False,2021-11-06 15:31:35,,KFC
349,sarahsessions,Can we please get an app that actually works? That would be great!,This app is crap,1,False,2022-07-31 22:46:11,,KFC
350,blvvke,It's so ridiculous that I can't upgrade to a large drink/fry for my meal in the app. How on Earth did you overlook this? Useless.,Add meal sizes!,1,False,2022-01-22 01:40:42,,KFC
351,Majdi Omar,It’s such a shame not working and worthless to download,Not working,1,False,2021-08-02 14:41:12,"{'id': 24339568, 'body': 'Could you please be a little more specific about what is not working? Please contact us at KFCMobileTeam@yum.com. Thank you\r\n\r\n', 'modified': '2021-08-05T16:21:09Z'}",KFC
352,Chandler Ping,The price for KFC these days is insane. Especially on the app. Wages aren’t going up with inflation. Will not buy.,Overpriced,1,False,2021-12-22 19:11:47,,KFC
353,upshod,Doesn’t work now on iOS.,Updated,1,False,2022-11-01 19:07:35,,KFC
354,wiggs86,"Every KFC I’ve ever been to has a kids menu, the app does not offer that.",Lack of kid’s menu,1,False,2021-06-07 22:30:40,"{'id': 23377602, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-06-14T18:05:44Z'}",KFC
355,Mom-Mom88,"Every time my app updates, it downloads KFC/HK.  That’s KFC Hong Kong… please fix this.",KFC,3,False,2022-01-24 01:42:54,,KFC
356,2young2bold,Won’t take payments…on 3 cards yet.,Doesn’t work,1,False,2022-02-13 23:09:27,,KFC
357,parchedz,Restaurants that are combined kfc + a&w you cannot order A&W menu items,Sadly lacking NO A&W,1,False,2021-04-04 20:16:26,,KFC
358,suoer good 👍 would recommend,I can’t make a account or see the menu and it says their is no kfcs near me,No,1,False,2021-06-17 09:44:15,"{'id': 24413622, 'body': ""Thank you for your feedback. We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-08-10T03:15:32Z'}",KFC
359,Jay56467888,this is a idiot app! forcing me to chose a store before adding my payment card!,Idiot,1,False,2021-10-19 03:05:13,,KFC
360,Jennbrown15,Well done KFC!,Great App!,5,False,2021-03-04 20:59:44,"{'id': 21488528, 'body': 'Thank you for your 5 star review! ', 'modified': '2021-03-06T21:49:02Z'}",KFC
361,Pimp Ricch,But they need to app deals,Good app,4,False,2021-09-08 20:32:39,"{'id': 25124661, 'body': 'Thank you for your Review!', 'modified': '2021-09-15T16:14:19Z'}",KFC
362,jeaninebbb,"after going through the whole thing of ordering and putting in card no. for billing order would not go through!,!  your losss",joke,1,False,2021-07-21 21:51:40,"{'id': 24413653, 'body': ""This doesn't seem right. We want to take a closer look at this for you. Please send a note to KFCMobileTeam@yum.com so we can connect."", 'modified': '2021-08-10T03:17:57Z'}",KFC
363,cnidjfjcnc,Bad,No coupon and deals,1,False,2021-07-10 20:01:36,"{'id': 24339609, 'body': 'Could you please be a little more specific about what is not working? Please contact us at KFCMobileTeam@yum.com. Thank you\r\n', 'modified': '2021-08-05T16:24:31Z'}",KFC
364,frustratation,Can’t get a price before ordering no matter what I do!!!!! FRUSTRATING!!!!! Deleting the app!,Price,1,False,2021-12-06 03:32:53,"{'id': 26718004, 'body': 'Please accept our sincere apologies. Can you please update the order details here or contact us at KFCMobileTeam@yum.com so that we can have a look into this?', 'modified': '2021-12-08T15:46:01Z'}",KFC
365,Barryace,This stupid app won’t let me place my order!!!!,Worst app,1,False,2022-06-15 23:33:49,,KFC
366,ashlee34974,No free anything. A total waste of space on my phone. DELETE,Waste,1,False,2021-07-18 16:05:30,,KFC
367,E milt,The create an account thing is badly made,Bad,1,False,2022-08-10 15:22:33,,KFC
368,Meshellyg,Don’t even bother. Just drive there.,Horrible.,1,False,2021-12-05 23:33:13,"{'id': 26718585, 'body': ""We apologize for the inconvenience. Can you be more specific please so that we can identify the issue? Don't hesitate to reach out to us at KFCMobileTeam@yum.com."", 'modified': '2021-12-08T16:09:44Z'}",KFC
369,Jcodea,Doesn't work on my iphone in USA,Doesn't work on my iphone in USA,1,False,2021-12-05 21:24:23,"{'id': 26718656, 'body': 'Hi, we apologize for this. Our app suffered a glitch but it is now fixed. Please retry and re-rate our app and let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems. Thank you', 'modified': '2021-12-08T16:12:17Z'}",KFC
370,noah 🥶,they said download the app and u get a free sandwich the guy at the register told me i have to spend 12$ first i cant believe this im poor i need to feed my 7 yr old obese son,i want my free sandwich,1,False,2022-01-30 05:42:19,,KFC
371,bad fool11,it sent me old food and it stinks I can't eat it,Bad fool,1,False,2022-11-13 16:26:08,,KFC
372,Broadened I,They where not wearing any masks and the people who cook the food are not even wearing any masks,Rude,1,False,2021-09-24 01:19:50,,KFC
373,Shermaine828,Never works,Never works,1,False,2022-03-20 16:35:07,,KFC
374,mr fingers1,You need to bring back the chicken livers...dammit,Menu,1,False,2022-02-17 06:14:16,,KFC
375,roddy. rod,The manager was great,Manager was great,5,False,2021-12-09 23:26:14,,KFC
376,Okieman555,"App is good, but need to add the Monday and Wednesday specials.",KFC special,4,False,2021-03-23 00:57:35,,KFC
377,SIR Sellon,Thanks,Attitude,5,False,2022-02-22 20:47:09,,KFC
378,Pulqswaqcg,This app is a disgrace to the colonel and all he stands for !,Super awful app,1,False,2021-10-02 21:53:34,,KFC
379,Trump!!,No prices,Junk app,1,False,2022-04-22 05:56:45,,KFC
380,debi kaufmann,Great,Great,5,False,2022-08-18 21:42:16,,KFC
381,__AceKidd__,This is a sad excuse for an app.. I gave a star for effort.,"Sad, Just sad..",1,False,2022-08-18 22:41:12,,KFC
382,Esader,In Phoenix,KFC on Dysart rd wouldn’t take my coupon,1,False,2022-03-21 20:17:57,,KFC
383,mimay67,Error 404,Add card not working,1,False,2021-04-16 23:48:21,,KFC
384,ThisisSparkle,"I placed a $75 order, and within less than 10 minutes, the new “tracker” that is included, stated the order was received, then was being prepared, and then said it was completed and ready for pickup. 

When I got to the restaurant, I checked in with my name to the customer service cashier, and she went in the back to look for the order. 

I ended up waiting at the restaurant, in the dining room, for an hour, before another staff member asked me what order I was waiting for, and another manager came up and said they hadn’t even started that order yet. 

KFC, why are you going to lie about the status of the order? Why, are you going to include this feature, if the restaurants don’t actually have a procedure to acknowledge the status of said orders? Why, are you going out of your way, to take an idea, used by other companies, such as Domino’s, who’s app is actually accurate, and use it under false pretenses?

Honestly, stop paying your corporate marketing teams and technical divisions, and use the money to pay for better wages, better work incentives, and proper training. 

I have been to multiple Restaurants in the Hampton Roads, VA and they are all the same. Poorly trained Management, poorly trained Staff, and little to no customer service skills. 

I worked in the Fast Food industry for years, and this is abysmal. I would have at least apologized to my customer, offered them a coupon, a free meal, or a free desert, something to show my actual apology and appreciation. I received nothing in regards to these issues. 

This app, is not correcting the issues at hand. 
It is making the experience for the customer even worse than it already was before.",The app lies,1,False,2021-06-23 01:00:39,,KFC
385,Michelle JMV,"La app no funciona, no abre tampoco la pagina para support",doesn’t work,1,False,2021-10-22 15:09:03,,KFC
386,Gonsplode,"My last three orders required editing/reentering my account phone number before Apple Pay would complete the orders. It appears app is not saving phone number correctly and is getting confused with the +1 country code that is automatically added.

Edit - Apple Pay issue has been resolved. 🙂",Issue with Apple Pay in the last week or so.,5,False,2022-09-21 20:11:05,,KFC
387, BILLS440,How come the chicken is so small ?,KFC,1,False,2021-10-12 12:42:29,,KFC
388,nfruberdrivrr,months of asking for a pot pie.,no way,1,False,2022-10-19 01:24:10,,KFC
389,Queenofsaturn,WHY IS THERE NOT AN OPTION FOR ME TO JUST ORFER ANS PICK UP IN THR DRIVE THRU??!!,Drive thru,1,False,2022-09-05 17:25:00,,KFC
390,terrible1103,THIS APP IS TERRIBLE,Garbage,1,False,2022-08-23 06:18:35,,KFC
391,VWhitman,"Went to Chiefland, FL KFC yesterday and wanted to buy an 8 pc bucket of chicken only, no meal and they wanted to charge us $19.99 + tax, no senior discount. Outrageous! Drove down the street to Church’s Fried Chicken and got 10 pieces of dark meat for $11.58 with senior discount!! Guess KFC lost a customer.",Overpriced,1,False,2022-11-06 18:04:09,,KFC
392,SheyAdle,"The moment you try to put in personal information it auto fills in a robo generated password. You cannot access keyboard once you reach password line. I’d tried to reset password, and the reset links don’t even reach my email account. Despite needing to enter it to create or log into account. I tried to delete and reinstall app. However the booby trapped app is saved to my cloud. So it won’t let me fully delete and reinstall.  Please check app for hacks and bugs. I eat at KFC frequently would like to use the app. Thank you.",App is hacked,1,False,2022-09-12 19:56:28,,KFC
393,Sportsman85081,App doesn’t send verification code,Bug report,1,False,2022-08-23 16:01:44,,KFC
394,JPSofCA,"It's an App, and I should be able to use my iPhone's generate login through iPhone feature, because I don't care about trying to remember my fast food login credentials.

But no...

KFC wants me to go to the KFC.com website and create an account, then use its credentials to login to the app. No thank you.

I already spent more time on this review, than I should spend on anything for a fast food app.",Wants Website Login,1,False,2022-08-07 01:03:37,,KFC
395,1212ygo,"I bought chicken wings at kfc, originally it was $23.99 (24pc) and now $13.49 (12pc) charges me twice, $13.49+$$13.49=$26.98, such an arbitrary charge,       （88st /northern）ny",kfc Indiscriminate charges,1,False,2022-08-04 20:08:43,,KFC
396,Tw knight,"I ordered at kfc avenue I location a bucket of fried chicken but unfortunately I got upon delivery a piece of spicy chicken sandwich , I tried to contact/dialed the avenue I store but nobody answered. What a no no customer service.Focus on what you are doing.",Wrong item delivered,1,False,2022-07-11 20:40:38,,KFC
397,ultimatekissfan1969,"This app is lame EVERY time I order the app cancels my order and I have to go into the settings and add the code on the back of my debit card, EVERY TIME, it cancelled my order 8 TIMES TODAY! Finally I said F it and just went to the restaurant and placed my order with a LIVING HUMAN BEING! Great chicken CRAPPY APP!",Pffft,1,False,2022-07-07 18:33:37,,KFC
398,Perilus,I drove to Safeway for fried chicken while spending 1/2 hour trying to set up and order KFC. What loss.still waiting….screenshots of half installed app after seeing start your order select your restaurant each atleast 3 times….,While waiting,1,False,2022-07-06 00:01:56,,KFC
399,terrible food in Arkansas,"I am very disappointed with my last trip to Taco Bell/ KFC on Airport road in Ozark Arkansas. I spent nearly $ 40.00 the food was terrible won’t be going back, that was our favorite place to go.",Very disappointed,1,False,2022-07-04 03:00:01,,KFC
400,WGWillcox,Christina was fantastic an very professional in taking my order and placing Customer Service as her first priority!! She is an asset to this establishment!! Kudos to Christina!!,Pick up order on 12/17/21,5,False,2021-12-17 23:16:12,,KFC
401,Louistan15,"I live in 98001, I don’t see chicken wings available in this app, why? Is this some kinda of shady practice.",Product Availability?,1,False,2022-06-02 19:14:40,,KFC
402,Ei En,I can’t get anything from the a&w menu even tho the store is also an a&w?! Can’t even get a rootbeer with a chicken order. That sucks…,No A&W,2,False,2022-03-25 23:55:34,,KFC
403,Former avid player,"We went to the KFC ON Main st Stamford
Ct 06902? Extremely slow mixed up my order
With my work partners? We are going to try 
Richard’s Ave Norwalk I will let you know?",Good food,4,False,2022-02-11 23:50:17,,KFC
404,bachateroslc,"Only allows pickup at location and KFC application does not even have the location on 13400 S. Not going to drive across the city to have KFC, way too much effort and distance. No more KFC for me until they can fix this.","Missing location - Herriman, UT",1,False,2022-01-29 20:56:50,,KFC
405,specnan,What a crappy app.  Tried to plug in Easton MD KFC which is also a Taco Bell and it is not listed. Also it was very difficult to even get the key pad to come up to type this review.  A FREE sandwich was advertised and that did not even show up. The Colonel would not be happy.,Easton Maryland KFC is not listed,1,False,2022-01-22 17:26:13,,KFC
406,Mfsteele,"I’ve been wanting to try the KFC wings. I ordered the six piece no sauce order today.When I got it home I was so disappointed. There were six tiny little pieces. Not total wings. One little drummy and the others pieces were even smaller.Also, unlike my history with your food, it smelled like they were cooked in old oil. It was not the normal good fried chicken smell in my car. And they were spicy. Not what I ordered. I love those two products but that was a severe disappointment. I got better fried wings, not mention they were whole wings, at a Chinese restaurant the other day. And that is sad. 

Maggie",Not happy with wings,1,False,2022-01-14 21:52:40,,KFC
407,Javi M.,I was trying to order KFC today and the order button was stuck on PLEASE WAIT 🙄 a couple of the software engineers need to fired or suspended for causing this glitch. Now I’m hangry. Ugh. I tried restarting the app a couple of times and no luck 🙄,The App Source Code is poorly written,1,False,2022-01-06 23:41:05,,KFC
408,Hjghghjgggjhvghvg,This app is very mediocre. Personally I prefer to avoid contact with all people and just order my stuff online and you can’t really do that with this app. It overcharges you it’s like $24 for a $20 fill up. Not worth the extra $$$$ to save a few minutes. I know it’s a new app so I’m giving it 3 stars because it will get improved. It is missing a rewards system or even a coupon system. To me it appears that they are using a third party system such as Uber eats when you place a mobile order for pick up and that’s why it costs more. Ordering through the app should offer rewards and convenience and this offers neither. It charges you more money which I can’t get over.,Meh.,3,False,2021-06-21 08:49:32,,KFC
409,I guess every name is taken,"I downloaded the app, selected the closest store and hit Order Now…nothing happened. Clicked on menu…nothing happened. Went to KFC.com and the same thing happened. Gave up and deleted the app. Ordered food from somewhere else! I would have gave no stars if I could!",WORST APP EVER!!!,1,False,2021-12-05 22:06:34,"{'id': 26718650, 'body': 'Hi, we apologize for this. Our app suffered a glitch but it is now fixed. Please retry and re-rate our app and let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems. Thank you', 'modified': '2021-12-08T16:12:01Z'}",KFC
410,realllyMAD geandma,"Ruined party. I ordered food for my grandsons birthday party & my meal wasn’t included in the bag! I sat with nothing to eat. You owe me 10.49 plus tax!!! My order # was 351857 at Canton, Ct on Sunday Oct. 17, 21 @ 5:55 pm.",Ruined party!,1,False,2021-10-17 23:47:31,"{'id': 25910728, 'body': ""Oh no! We sincerely apologize for the troubles you've had with the app. If you have not already you can reach out to our customer service team at 1-800-CALL-KFC or through virtual assistant at https://www.kfc.com/contact and they can assist you with this issue."", 'modified': '2021-10-26T18:12:50Z'}",KFC
411,The baker goods,"I thought this would be a quick and easy way to call for food instead of calling kfc directly as it takes longer instead I just ended up ordering McDonald’s.KFC app from the moment I opened it , it was unavailable to use.Please fix your app before you put it out here.",Worst food app in the world,1,False,2021-10-10 13:20:35,,KFC
412,Khaleesi127,I typed in the zip code where I am and it showed no stores near....when there are actually 2 stores near. What gives? Fix this crap!,Wrong,1,False,2021-08-06 20:38:09,"{'id': 24413571, 'body': ""Thank you for your feedback. We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-08-10T03:10:53Z'}",KFC
413,Jimt29,"5/30/2021 App won’t place selected items in bag when using the iPad.

App doesn’t include closest KFC location to pick up from when using the iPhone making both iPhone and iPad not usable for KFC orders.",KFC App Doesn’t Work on iPad/iPhone,1,False,2021-05-31 02:15:19,,KFC
